               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  97,             0.14773,            0.028026,                   0,             0.41433,             0.19643,             0.16401,            0.042992,             0.14086,            0.018356,                   0,           0.0092941,           0.0092941,           0.0092941
                  98,             0.14522,            0.025165,                   0,              0.3772,             0.22917,             0.18829,            0.047168,             0.14069,            0.018305,                   0,           0.0092798,           0.0092798,           0.0092798
                  99,             0.14665,            0.023914,                   0,              0.3772,             0.22917,             0.18829,            0.047168,             0.14069,            0.018315,                   0,           0.0092654,           0.0092654,           0.0092654
                 100,              0.1401,            0.029478,                   0,              0.3772,             0.22917,             0.18829,            0.047168,             0.14069,            0.018309,                   0,           0.0092508,           0.0092508,           0.0092508
                 101,             0.14516,            0.029308,                   0,              0.4643,             0.21429,              0.1944,            0.052026,             0.14063,            0.018214,                   0,           0.0092361,           0.0092361,           0.0092361
                 102,             0.14192,            0.032446,                   0,              0.4643,             0.21429,              0.1944,            0.052026,             0.14063,            0.018215,                   0,           0.0092212,           0.0092212,           0.0092212
                 103,             0.14589,            0.027805,                   0,             0.54161,             0.20833,              0.2016,            0.055798,             0.14071,            0.018275,                   0,           0.0092063,           0.0092063,           0.0092063
                 104,             0.14408,            0.030549,                   0,             0.54161,             0.20833,              0.2016,            0.055798,             0.14071,            0.018269,                   0,           0.0091912,           0.0091912,           0.0091912
                 105,             0.14734,             0.02723,                   0,             0.48517,             0.20238,             0.18931,            0.051582,             0.14049,            0.018287,                   0,            0.009176,            0.009176,            0.009176
                 106,             0.14584,            0.026633,                   0,             0.48517,             0.20238,             0.18931,            0.051582,             0.14049,            0.018305,                   0,           0.0091606,           0.0091606,           0.0091606
                 107,              0.1469,             0.02498,                   0,              0.4924,             0.22024,             0.20253,            0.054938,             0.14052,            0.018222,                   0,           0.0091452,           0.0091452,           0.0091452
                 108,              0.1429,            0.028066,                   0,              0.4924,             0.22024,             0.20253,            0.054938,             0.14052,            0.018232,                   0,           0.0091296,           0.0091296,           0.0091296
                 109,             0.14526,            0.030686,                   0,             0.55885,             0.20833,             0.20491,             0.04943,             0.14031,            0.018201,                   0,           0.0091138,           0.0091138,           0.0091138
                 110,             0.14584,            0.031088,                   0,             0.55885,             0.20833,             0.20491,             0.04943,             0.14031,            0.018246,                   0,            0.009098,            0.009098,            0.009098
                 111,             0.14643,            0.026398,                   0,             0.47429,             0.22555,             0.20222,            0.050717,             0.14034,            0.018168,                   0,           0.0090821,           0.0090821,           0.0090821
                 112,             0.14225,            0.036026,                   0,             0.47429,             0.22555,             0.20222,            0.050717,             0.14034,            0.018169,                   0,            0.009066,            0.009066,            0.009066
                 113,             0.14772,            0.025743,                   0,             0.42686,             0.22917,             0.19355,            0.050617,             0.14017,            0.018311,                   0,           0.0090498,           0.0090498,           0.0090498
                 114,             0.14461,            0.029365,                   0,             0.42686,             0.22917,             0.19355,            0.050617,             0.14017,            0.018312,                   0,           0.0090334,           0.0090334,           0.0090334
                 115,              0.1423,            0.023347,                   0,             0.50301,             0.20833,             0.19361,            0.050881,             0.14009,            0.018499,                   0,            0.009017,            0.009017,            0.009017
                 116,             0.14289,            0.026156,                   0,             0.50301,             0.20833,             0.19361,            0.050881,             0.14009,            0.018482,                   0,           0.0090004,           0.0090004,           0.0090004
                 117,             0.14807,            0.024921,                   0,             0.50301,             0.20833,             0.19361,            0.050881,             0.14009,            0.018481,                   0,           0.0089838,           0.0089838,           0.0089838
                 118,             0.14562,            0.026658,                   0,              0.5338,             0.20833,             0.19527,            0.049766,             0.14016,            0.018623,                   0,            0.008967,            0.008967,            0.008967
                 119,              0.1466,              0.0231,                   0,              0.5338,             0.20833,             0.19527,            0.049766,             0.14016,            0.018602,                   0,           0.0089501,           0.0089501,           0.0089501
                 120,             0.14829,            0.023637,                   0,             0.34405,             0.25595,             0.19891,            0.053625,             0.14012,            0.018677,                   0,            0.008933,            0.008933,            0.008933
                 121,             0.14342,            0.032732,                   0,             0.34405,             0.25595,             0.19891,            0.053625,             0.14012,            0.018634,                   0,           0.0089159,           0.0089159,           0.0089159
                 122,             0.14374,            0.024761,                   0,             0.42944,             0.20238,             0.17459,            0.046743,             0.14007,            0.018827,                   0,           0.0088986,           0.0088986,           0.0088986
                 123,             0.14579,            0.024032,                   0,             0.42944,             0.20238,             0.17459,            0.046743,             0.14007,            0.018803,                   0,           0.0088812,           0.0088812,           0.0088812
                 124,             0.14368,            0.024958,                   0,             0.42065,             0.20536,             0.18141,            0.046773,             0.13966,            0.018723,                   0,           0.0088637,           0.0088637,           0.0088637
                 125,             0.14444,            0.026822,                   0,             0.42065,             0.20536,             0.18141,            0.046773,             0.13966,            0.018714,                   0,           0.0088461,           0.0088461,           0.0088461
                 126,             0.14356,            0.033176,                   0,             0.46777,             0.22619,             0.19833,            0.051027,             0.13974,            0.018527,                   0,           0.0088284,           0.0088284,           0.0088284
                 127,             0.14427,             0.03215,                   0,             0.46777,             0.22619,             0.19833,            0.051027,             0.13974,            0.018527,                   0,           0.0088106,           0.0088106,           0.0088106
                 128,             0.14536,            0.028132,                   0,             0.49841,             0.22619,             0.20783,            0.051701,             0.13978,            0.018511,                   0,           0.0087927,           0.0087927,           0.0087927
                 129,             0.14688,            0.023245,                   0,             0.49841,             0.22619,             0.20783,            0.051701,             0.13978,            0.018516,                   0,           0.0087746,           0.0087746,           0.0087746
                 130,              0.1438,            0.032855,                   0,               0.471,             0.22917,             0.21034,            0.054192,             0.13984,            0.018397,                   0,           0.0087565,           0.0087565,           0.0087565
                 131,             0.14557,            0.028182,                   0,               0.471,             0.22917,             0.21034,            0.054192,             0.13984,            0.018428,                   0,           0.0087382,           0.0087382,           0.0087382
                 132,             0.14427,            0.026829,                   0,               0.471,             0.22917,             0.21034,            0.054192,             0.13984,            0.018409,                   0,           0.0087198,           0.0087198,           0.0087198
                 133,             0.14421,            0.025418,                   0,             0.54647,             0.21726,             0.20432,             0.05631,             0.13968,            0.018461,                   0,           0.0087013,           0.0087013,           0.0087013
                 134,             0.14406,             0.02933,                   0,             0.54647,             0.21726,             0.20432,             0.05631,             0.13968,            0.018438,                   0,           0.0086827,           0.0086827,           0.0086827
                 135,              0.1428,            0.032437,                   0,             0.57028,             0.21723,             0.21376,            0.054374,             0.13963,             0.01846,                   0,            0.008664,            0.008664,            0.008664
                 136,             0.14339,            0.029606,                   0,             0.57028,             0.21723,             0.21376,            0.054374,             0.13963,            0.018459,                   0,           0.0086452,           0.0086452,           0.0086452
                 137,             0.14125,            0.031718,                   0,             0.57129,             0.21131,             0.20948,            0.056934,             0.13948,            0.018385,                   0,           0.0086263,           0.0086263,           0.0086263
                 138,             0.14582,            0.025097,                   0,             0.57129,             0.21131,             0.20948,            0.056934,             0.13948,            0.018384,                   0,           0.0086073,           0.0086073,           0.0086073
                 139,             0.14607,            0.027734,                   0,             0.54739,             0.20536,             0.19887,            0.057734,             0.13957,            0.018394,                   0,           0.0085882,           0.0085882,           0.0085882
                 140,             0.14303,            0.027636,                   0,             0.54739,             0.20536,             0.19887,            0.057734,             0.13957,            0.018398,                   0,            0.008569,            0.008569,            0.008569
                 141,             0.14258,            0.029065,                   0,             0.58604,             0.21131,             0.21862,             0.05909,             0.13958,            0.018341,                   0,           0.0085497,           0.0085497,           0.0085497
                 142,             0.14688,            0.028409,                   0,             0.58604,             0.21131,             0.21862,             0.05909,             0.13958,            0.018345,                   0,           0.0085303,           0.0085303,           0.0085303
                 143,             0.14519,            0.030182,                   0,             0.60617,             0.21988,             0.22888,            0.059707,             0.13967,            0.018287,                   0,           0.0085108,           0.0085108,           0.0085108
                 144,             0.14334,            0.025309,                   0,             0.60617,             0.21988,             0.22888,            0.059707,             0.13967,              0.0183,                   0,           0.0084912,           0.0084912,           0.0084912
                 145,             0.14599,            0.022941,                   0,             0.59624,             0.21131,             0.22189,            0.062059,             0.13944,            0.018347,                   0,           0.0084714,           0.0084714,           0.0084714
                 146,             0.14399,            0.023501,                   0,             0.59624,             0.21131,             0.22189,            0.062059,             0.13944,            0.018359,                   0,           0.0084516,           0.0084516,           0.0084516
                 147,             0.14467,            0.028248,                   0,             0.58714,             0.22024,             0.22993,            0.061275,             0.13937,            0.018509,                   0,           0.0084317,           0.0084317,           0.0084317
                 148,             0.14484,            0.027194,                   0,             0.58714,             0.22024,             0.22993,            0.061275,             0.13937,            0.018483,                   0,           0.0084117,           0.0084117,           0.0084117
                 149,             0.14336,            0.030578,                   0,             0.58714,             0.22024,             0.22993,            0.061275,             0.13937,            0.018493,                   0,           0.0083916,           0.0083916,           0.0083916
                 150,             0.14458,            0.027117,                   0,             0.58478,             0.21429,             0.21501,            0.055766,             0.13945,            0.018629,                   0,           0.0083714,           0.0083714,           0.0083714
                 151,             0.14575,            0.031569,                   0,             0.58478,             0.21429,             0.21501,            0.055766,             0.13945,            0.018614,                   0,           0.0083511,           0.0083511,           0.0083511
                 152,             0.14876,            0.023264,                   0,              0.4768,             0.23214,             0.21286,            0.052897,             0.13933,            0.018926,                   0,           0.0083308,           0.0083308,           0.0083308
                 153,             0.14605,            0.024629,                   0,              0.4768,             0.23214,             0.21286,            0.052897,             0.13933,            0.018921,                   0,           0.0083103,           0.0083103,           0.0083103
                 154,             0.14056,            0.027429,                   0,             0.43056,                0.25,             0.21805,            0.052659,             0.13922,            0.018997,                   0,           0.0082897,           0.0082897,           0.0082897
                 155,             0.14473,            0.024461,                   0,             0.43056,                0.25,             0.21805,            0.052659,             0.13922,            0.018991,                   0,           0.0082691,           0.0082691,           0.0082691
                 156,             0.14365,            0.028445,                   0,             0.55349,             0.23214,             0.22957,            0.059192,             0.13927,             0.01889,                   0,           0.0082483,           0.0082483,           0.0082483
                 157,              0.1475,             0.02471,                   0,             0.55349,             0.23214,             0.22957,            0.059192,             0.13927,            0.018858,                   0,           0.0082275,           0.0082275,           0.0082275
                 158,             0.14434,            0.029286,                   0,             0.52332,             0.23214,              0.2305,            0.058717,              0.1395,            0.018671,                   0,           0.0082066,           0.0082066,           0.0082066
                 159,             0.14395,            0.024608,                   0,             0.52332,             0.23214,              0.2305,            0.058717,              0.1395,            0.018653,                   0,           0.0081856,           0.0081856,           0.0081856
                 160,             0.14341,            0.030042,                   0,             0.61504,              0.2381,             0.24148,            0.061533,             0.13953,            0.018592,                   0,           0.0081645,           0.0081645,           0.0081645
                 161,             0.14551,            0.026721,                   0,             0.61504,              0.2381,             0.24148,            0.061533,             0.13953,            0.018605,                   0,           0.0081433,           0.0081433,           0.0081433
                 162,             0.14506,            0.025779,                   0,             0.60368,             0.23214,             0.24281,            0.060158,             0.13935,            0.018622,                   0,            0.008122,            0.008122,            0.008122
                 163,             0.14477,            0.024324,                   0,             0.60368,             0.23214,             0.24281,            0.060158,             0.13935,            0.018616,                   0,           0.0081007,           0.0081007,           0.0081007
                 164,             0.14576,            0.029504,                   0,             0.60368,             0.23214,             0.24281,            0.060158,             0.13935,            0.018648,                   0,           0.0080793,           0.0080793,           0.0080793
                 165,             0.14297,            0.030331,                   0,             0.54586,             0.24684,             0.24126,             0.06069,             0.13932,            0.018522,                   0,           0.0080578,           0.0080578,           0.0080578
                 166,             0.13986,            0.032424,                   0,             0.54586,             0.24684,             0.24126,             0.06069,             0.13932,            0.018588,                   0,           0.0080362,           0.0080362,           0.0080362
                 167,             0.14498,            0.032842,                   0,             0.60133,             0.23792,             0.24341,            0.063311,             0.13933,            0.018538,                   0,           0.0080145,           0.0080145,           0.0080145
